message,emosi
"Telkomsel selalu minta DM, ngulur waktu tanpa solusi! Bikin tambah kesal pelanggan aja!",3
"Udah sebulan di Pekanbaru sinyal Telkomsel jelek banget! Jangan kasih jawaban generik, ini bener-bener bikin emosi pelanggan!",3
@Telkomsel kok di handphone saya sinyal nya kadang ada kadang hilang ya perbaikin dong kuota aja lu mahal,3
"@TwitsvonDS Susah jawabannya, d rmh saya telkomsel dan xl kalau sabtu juga selalu drop. Hari biasa normal. Biznet udah semingguan ini parah. ganggu bgtsi",3
Udah sebulan telkomsel di pekanbaru sinyalnya jelek bgt. Knp ya? Awas aja jawabannya generik gua sleding lu @Telkomsel,3
@bIuevez Ya Tuhan bahkan tsel juga jelek,3
"@Telkomsel tolong ya min, inj jaringan di kabupaten saya jelek bangettttttt",3
"@Telkomsel damn,
Pelayanan cs telkomsel via 188 sangat buruk hari ini",3
Telkomsel skrg sampah ya mati lampu jd lelet asu,3
@Heraloebss Dulu di Telekom juga sering dapat kasus kayak gini. Tagihan mendadak naik karena sales ganti paket sembarangan tanpa izin customer. Kalian ini niat gak sih?!,3
"@Telkomsel @aldo_motovlog Cuma dicek doang admin? Udah sebulan jaringan jelek di sini, kalian kerja gak sih?!",3
"@Telkomsel Dua minggu kayak gini, sinyal 4G atau 5G sama aja jelek banget! Kesel banget bayar mahal tapi kualitas nol besar!",3
@Telkomsel Internet di Metro Pusat-Lampung sejak hari Minggu cuma E terus. Masa pusat kota sinyalnya begini?! Gak bisa dibiarkan!,3
"@Telkomsel Jangan cuma minta refresh jaringan, sinyal tiba-tiba ilang terus! Sampai kapan begini?!",3
"@Telkomsel Kenapa sih sinyal jelek banget sekarang? Udah paket mahal, kualitas malah bikin kesel pelanggan!",3
"Hai @Telkomsel, kenapa sinyal di Blitar dari kemarin jelek banget?! Udah dirgahayu 78 tahun, tapi sinyal masih payah! Malu-maluin!",3
"Langganan paket simpati 11GB/30 hari harga 32 ribu tapi selalu ribet buat aktivasi! Telkomsel, respon dong, ini bikin kesal!",3
"MyTelkomsel aplikasi ini kenapa sih ngehe banget? Udah jelas-jelas screenshot error, gak ada solusi!",3
"Paket internet Telkomsel mahal banget sih! Ini bener-bener gak masuk akal, bikin pelanggan marah!",3
"Sinyal Telkomsel parah banget, gak ada usaha perbaikan sama sekali!",3
"Sinyal Telkomsel tiba-tiba hilang, mamen! Ini bikin tambah kesel, pelanggan kayak gak dihargai!",3
"Telkomsel abis perbaikan jaringan tapi malah bikin tambah rusak, ngajak gelud bener-bener!",3
"Telkomsel anjing, Indosat anjing! Layanan kalian cuma bikin kesel pelanggan aja, gak ada perbaikan sama sekali!",3
"Telkomsel anjing, sinyal ilang mulu. Tolol banget ini provider, gak becus!",3
"Telkomsel ini kenapa lagi, tiba-tiba ilang sinyal! Bener-bener gak ada habisnya bikin kesel!",3
"Telkomsel kinerja kalian kontol, sinyal hancur, paketan mahal! Gimana pelanggan gak marah?!",3
"Telkomsel penawaran nelpon spesial kok dihilangin sih? Udah males banget pake layanan kalian, cuma bikin marah aja!",3
"TELKOMSEL, jangan diam aja kalau ada masalah sinyal! Udah bayar mahal tapi kualitas gak ada, emosi terus jadinya!",3
"Tolong banget @Telkomsel, jangan naik-naikin harga Disney+ dong! Masa jadi 39 ribu, kemarin aja 20 ribu! Gak logis banget, bikin marah!",3
"Tsel, malem-malem jangan bikin emosi dong! Harga paket mahal, sinyal ilang-ilangan terus. Ini udah keterlaluan!",3
"@byu_id Jaringannya parah banget, sering loss kualitas! Udah gak usah pake by.u lagi!",
"@sc00tiesh @convomf Telkomsel parah banget cok! Tiap hari bikin kesal, sinyal lemot terus!",
@Telkomsel Aktivasi iMessage gak bisa sama sekali! Ini layanan kalian bener-bener bikin kesel!,
"@Telkomsel Cape banget ini, admin cuma nyahut doang! Bilangin teknisinya kerja yang bener dong, gue udah berhari-hari gak ada layanan! No service terus!",
@Telkomsel Lagi ada gangguan apa sih min? Dari pagi jaringannya bikin emosi berat!,
"@Telkomsel Tolong banget, kebijakan Telkomsel makin gak masuk akal! Bikin kesel pelanggan terus!",
@Telkomsel Udah coba re-install tetap aja gak bisa login! Padahal aplikasi lain lancar. Tolong ini segera diperbaiki!,
@WagimanDeep212_ @Telkomsel @CCICPolri Provider warna merah ini bener-bener bikin ribet dan menyusahkan konsumen. Sampai kapan begini?!,
"Ajg, Telkomsel ngasih masa aktif kartu dikit banget! Gak sampai 3 minggu, ini niat gak sih bikin layanan?!",
"Dua minggu ini sinyal Telkomsel parah banget! Apa-apaan sih ini, bayar mahal tapi kualitas nol besar?!",
"Halo, @Telkomsel. Sinyal di daerah saya dua hari ini sering hilang. Berjam-jam gak ada sinyal sama sekali! Apa kalian peduli dengan keluhan konsumen?!",
"Ini @Telkomsel paket internetnya parah banget, lemot pol! Gak bisa diandalkan sama sekali!",
"Kok banyak banget sih orang yang gak pake logika? Telkomsel bikin kesel, internet lemot terus!",
"Pliss, gue ada urusan penting besok tapi jaringan Telkomsel dari pagi sampai sekarang jelek terus! Tolong diperbaiki!",
"RT @rickyrickwbw: Telkomsel babi banget! Udah mahal, sinyal makin sulit tiap hari. Emang bener-bener gak layak jadi provider andalan!",
"Sinyal jelek banget @byu_id, bikin marah aja tiap hari!",
"Sinyal Telkomsel bikin marah, fitur hilang dan layanan tambah buruk tiap hari! Ini udah gak bisa diterima lagi!",
"Telkomsel bikin sebel banget, dari sore kemarin sampai hari ini lemot terus! Udah bener-bener gak ada perbaikan! https://t.co/qMAEWbdrsS",
"Telkomsel cuma iklan mulu, tapi kebutuhan konsumen gak pernah diutamakan. Gimana sih ini?!",
"TELKOMSEL JELEK BANGET! Udah mahal, jaringannya jelek pula! Ini bener-bener keterlaluan!ðŸ¤¬",
"TELKOMSEL TAI, gue jadi gak bisa liat ini! Apa-apaan sih ini kualitas?! https://t.co/O4O8QeD2kW",
"Udah bener-bener capek pake Telkomsel. Lemot banget tiap hari, gak ada perbaikan sama sekali!",
"@TanniesChingu Telkomsel makin mahal tapi kualitasnya nol! Soalnya kmrn juga ada yg kyk kita, dia tsel juga trus akhirnya dia ganti provider lain lancar2 aja ðŸ˜€
Agak badut sih ini sebenarnya.. tsel ni ada mslh apa sbenernya sama fns. Nanti deh coba aku ganti provider",3
"@tanyarlfes Ini semua xl gini atau enggak sih?
Pengen ganti ke xl, soalnya tsel kek eek mahal bgt anjir",3
Tsel w kata tobat lu yha ... heran buka poto ama video kaga bisa ðŸ˜©ðŸ˜©ðŸ˜©,3
Skrang jaringan ny telkomsel bukan ny tmbah bagus malah makin burukkk?,3
@Telkomsel @rahminraa Bacot telkomsel nanya nomor doang ga pernah difix,3
walah wifi indihome kartu telkomsel sama sama bermasalah anjing,3
Telkomtol anjg,3
"Min @telkomsel & @IndiHomeCare lagi ada masalah apa? Sinyalnya hilang, bikin kesel banget!",3
"Pgnnya maketin data telkomsel , malah belinya pulsa indosat , mau gk mau akhirnya beli paketan Indosat, dan kesel karna lemotnya minta ampun",3
"Min @telkomsel &amp; min @IndiHomeCare lagi ada masalah kah, sinyal ilang ini",3
"@Telkomsel Desa tanjung lubuk, kecamatan kota kayuagung kabupaten ogan komering ilir provinsi sumatera selatan, sinyal telkomsel bobrok banget hanya dua bar dan untuk internetan susah banget padahal hanya 5 kilo meter dari kota jarak nya , mohon perbaikan sinyal nya",3
"telkomsel pliss saya gabisa rapat nih woi, seminggu terakhir berantakan bgt gara gara sinyal ini jelekk",3
"@Dim_0852 Kesel banget,tapi keknya udah kesepakatan telkomsel kalau udah jam 9 wib dipotong klau belum selesai kekny.Untung habis itu nonton diyoutube sampai selesai,pihak telkomselny malah ampe keshoot semua sampai mereka benar"" pergi dari panggungðŸ¤£ cuman emang kameramenny ingin digeprek",3
@Telkomsel Dari dulu juga sinyal lu JELEK,3
dari tadi pagi sinyal Telkomsel hilang ðŸ¥²ðŸ¥²,3
@tanyarlfes Apalagi kartu halo telkomsel.. harga nya ngajak ribut wkwkwk...,3
byU kok luweh lancar timbangane Simpati ki piye toh. Hmm,3
Sinyal telkomsel sejelek ini anjir udah di grapari pun ga kebuka.... https://t.co/Z0BF0hzXSw,3
"@Telkomsel Tagihan juga mahal
Asu",3
"@Heraloebss Indosat jg sama saja, yg pasca bayar blum akhir bln dah nelponin mulu buat bayar bln depan, bahkan bbrp kali matiin data wlpn g lama. Saking keselnya ganggu aktivitas akhirnya ganti provider, kesel kyk org diteror.",3
"byu ni emg yaallah bgtya, itu pembayaran wa uda berhasil tp masi pending alias woeeeeðŸ˜­",3
"Bodoh memang hanya krn lupa isi pulsa jadi nomer mati. Kalo mau tetep nyala harus pindah kartu halo. Dulu awal masih 160ribuan, 4 bulan terakhir jadi 190rban. MANA GUE JARANG PAKE PAKETNYA. Najis
Mau downgrade paketnya kaga bs. Sialan https://t.co/RtgJuRurKZ",3
"Min, @Telkomsel, saldo pulsa saya sudah terpotong untuk pembelian paket data, tapi sampai sekarang paket datanya belum masuk! Apa-apaan ini? Saya butuh internet buat kerja, tapi malah dipersulit. Tolong segera dicek dan jangan cuma kasih jawaban standar! Pelanggan seperti saya nggak butuh basa-basi, butuh solusi cepat!",3
"@Telkomsel, ini jaringan kenapa tiba-tiba suka hilang? Baru saja mau buka aplikasi penting, sinyal langsung lenyap! Jangan bikin pelanggan marah terus-menerus dong. Kalau memang ada masalah teknis, kasih informasi yang jelas dan segera perbaiki!",3
"@Telkomsel, jaringan di Medan, Sumatera Utara, lemot banget dari tadi pagi! Mau buka aplikasi, buffering terus. Apa kalian nggak memikirkan kenyamanan pelanggan? Kami bayar mahal untuk layanan yang layak, bukan untuk bikin kesal setiap saat!",3
"Sinyal internet Telkomsel di Batam parah banget, bikin emosi tiap buka apa-apa lemotnya kebangetan! Sudah bayar mahal, tapi kualitasnya kaya gini. Kapan kalian mau serius memperbaiki jaringan? Pelanggan sudah capek banget komplain terus!",3
"@Telkomsel, kalian ini minta bayaran mahal untuk paket data, tapi kualitas sinyalnya bikin stress! Sudah nggak lancar, sering putus-putus pula. Kalau nggak bisa kasih layanan yang sebanding dengan harga, jangan bikin janji manis dong!",3
"Sinyal Telkomsel bikin kepala panas! Sudah mahal-mahal bayar, tapi dari pagi nggak bisa buka aplikasi sama sekali. Jangan cuma minta uang pelanggan, kasih layanan yang benar dan nggak setengah-setengah! Kapan kalian mau berubah?",3
"Min, @Telkomsel, ini udah dua hari sinyal internet bikin kerjaan saya hancur-hancuran! Zoom meeting disconnect terus, buat buka aplikasi aja nggak jalan. Saya pakai ini buat jualan, lho, dan kalian malah bikin tambah ribet! Kasih tanggapan yang serius dong!",3
"Telkomsel ini emang paling bikin marah! Sinyalnya nggak jelas, internetnya nggak jalan, malah harganya mahal terus! Pelanggan itu butuh solusi, bukan alasan-alasan klise yang nggak pernah menyelesaikan masalah. Jangan bikin orang kapok pake provider ini!",3
"@Telkomsel, jaringan kalian benar-benar kacau. Dari tadi hilang-hilangan, padahal lagi butuh banget buat kerja. Tolong kasih penjelasan apa masalahnya dan segera perbaiki! Jangan cuma diem aja tanpa ada tindakan nyata.",3
"@yujeaniverse, sinyal Telkomsel di tempat saya lagi kacau banget! Baru nyoba buka aplikasi, langsung pusing gara-gara nggak jalan sama sekali. Kalau begini terus, bener-bener bikin stress dan emosi!",3
"@Telkomsel, ini kalian lagi error atau gimana sih? Saya nggak bisa nelpon sama sekali, bahkan nelpon biasa (bukan WhatsApp) gagal terus. Lokasi saya di Jakarta Selatan, dan ini sudah terjadi sejak tadi siang. Jangan cuma janji-janji, tolong segera kasih perbaikan!",3
"Pelayanan @byu_id ini nggak masuk akal lambatnya! Saya cuma minta refund karena double charge, tapi sudah tiga hari nggak ada progres sama sekali. Padahal jumlahnya cuma 100 ribu, tapi malah dipersulit. Apa kalian nggak merasa ini keterlaluan?",3
"Kalau nggak bisa ngasih paket poin yang bener, mending nggak usah kasih penawaran sama sekali, @Telkomsel! Saya pakai paket ini malah bikin rugi karena kuota utama ikut terpotong. Ini trik murahan atau apa? Jangan bikin pelanggan tambah marah dong!",3
"Telkomsel bangsat banget! Dulu kuota telepon masih masuk akal harganya, sekarang makin mahal terus sampai akhirnya dihapus! Pelanggan lama kayak saya ini rasanya dikhianati banget. Apa kalian nggak mikir ini bikin pelanggan kabur?",3
"Aplikasi My Telkomsel ini bikin tambah emosi! Lambat banget, sering error, dan nggak membantu sama sekali. Buat apa bikin aplikasi kalau ujung-ujungnya malah bikin pelanggan tambah kesal? Tolong diperbaiki atau jangan sok canggih tanpa hasil nyata!",3
"@Telkomsel, sinyal 4G di Padang ini benar-benar hancur! Setiap kali saya di sini, sinyalnya ambyar dan nggak ada perbaikan sama sekali. Kalian ini niat nggak sih kasih layanan yang layak? Jangan cuma janji manis tanpa hasil!",3
"@byu_id, jaringan kalian makin hari makin parah. Mau buka aplikasi aja susah, sinyal sering hilang-hilangan. Kalau nggak bisa kasih layanan yang stabil, mending jangan jualan paket murah yang cuma tipu-tipu doang!",3
"Tolong benerin sinyal 4G di Kota Padang, sekali-sekali ke Padang, sinyal ambyar banget! Jangan cuma sibuk promosi, layanan pelanggan harus jadi prioritas juga.",3
"@byu_id, kenapa jaringan makin nggak stabil? Sudah sering mati-mati, tambah bikin emosi aja. Kalau nggak bisa diperbaiki, ya kasih penjelasan yang jelas dong!",3
@Telkomsel Gagal terus di dm ih yang bner dong anjir,3
@Telkomsel @sekelurahann Harga mahal kwalitas buruk,3
asli ya ini @Telkomsel  jelek banget udah hampir semingguan sinyalnya. Kesel banget,3
"RT @joshuabsinaga: RT""@felixfw XL selalu ngentot dan aku telkomsel pun kenak imbas ngentottnyaa kayak babi anjing. Buat aku emosi aja,grrrrâ€¦",3
chat saya ga dibalas nih sama veronica. kendala jaringan lemot. tolong suruh yg handle balas cepet yak @Telkomsel saya nunggu dr masih sabar smpe uda emosi,3
"marah bgt, kenapa skrng gada paket kuota tsel sama disney sih",3
kartu asu,3
"Udah bayar mahal buat paket, tapi pas mau buka YouTube, sinyal tiba-tiba turun jadi cuma dua garis. Gimana ceritanya, @Telkomsel? Kualitas jaringan makin buruk, bukan makin bagus. Kalau begini terus, percuma aja bayar mahal!",3
"Nomor gue mendadak kadaluarsa, @Telkomsel! Gak bisa dipakai di aplikasi MyTelkomsel, tapi internetan masih bisa. Pulsa masih ada, masa aktif masih panjang. Ini maksudnya apa? Tolong kasih penjelasan yang masuk akal, jangan bikin bingung pelanggan!",3
"BTW, siapa di sini yang tadi sekitar jam 12 jaringan Telkomsel-nya hilang? Apa cuma kos gue aja yang ngalamin? Kalau ini masalah dari Telkomsel, mending kasih klarifikasi biar gak bikin orang marah-marah terus!",3
"Woy, @Telkomsel, ini sinyal kenapa susah banget? Mau buka apa aja jadi ribet karena internet mati-mati terus. Udah bayar mahal, layanannya kayak begini? Gak masuk akal!",3
"Sinyal di Benoa Bali, @Telkomsel, parah banget. Mau buka Facebook aja gak bisa! Kalah jauh sama provider lain. Kalau gak bisa kasih kualitas yang lebih baik, jangan harap pelanggan bakal betah pakai layanan kalian!",3
"@Telkomsel, sinyal kalian benar-benar ampas! Udah gak tahan lagi sama jaringan yang hilang-hilangan terus. Kapan kalian mau benerin ini semua?",3
"Jaringan di Sulawesi makin jelek, @Telkomsel! Udah susah sinyal, gak ada perbaikan sama sekali. Jangan cuma duduk diam, tolong kasih solusi nyata untuk pelanggan di daerah terpencil!",3
"Program kalian makin gak menarik, @Telkomsel! Sinyal aja masih jelek, udah gitu program yang ada juga gak jelas gunanya. Fokus benerin layanan dasar dulu, jangan cuma jualan janji kosong!",3
"@Telkomsel, kenapa sinyal kalian jelek banget? Kecepatan unduh cuma 1,8 Mbps. Ini sih gak layak buat provider sebesar kalian. Tolong segera perbaiki, jangan bikin pelanggan tambah emosi!",3
"Gara-gara belum beli kuota Telkomsel, gue jadi gak bisa liat live streaming. Gimana gak marah, @Telkomsel, kalau paket mahal tapi kualitasnya gak sebanding?",3
"Sinyal Telkomsel dan Indihome di Metro sama-sama hilang. Gimana ini, @Telkomsel? Jangan cuma diam aja, kasih solusi biar pelanggan gak frustasi terus!",3
"@Telkomsel, kok sinyal di Samarinda hilang-hilangan terus? Udah bayar mahal, tapi malah ribet sendiri karena internet gak stabil. Tolong dong benerin ini, jangan bikin pelanggan marah terus!",3
"Tsel makin parah! Jaringan makin jelek, gak ada perbaikan sama sekali. Harga paket mahal, tapi gak ada yang bisa dibanggain dari layanan ini. Sampai kapan begini terus?",3
"@Telkomsel, DM kalian isinya cuma suruh restart HP, padahal yang jelek itu sinyal kalian, bukan HP pelanggan. Solusi kaya gitu cuma bikin marah, bukan membantu!",3
Cerita panjang lebar ke @Telkomsel gak bikin sinyal jadi lancar. Jadi buat apa ada layanan pelanggan kalau gak ada tindakan nyata? Jangan cuma ngomong doang!,3
"@Telkomsel, jaringan di Dangdang Cisauk udah dua hari ini jelek banget! Ada apa sih? Jangan cuma diem aja, kasih tahu pelanggan kenapa sinyal kalian makin parah!",3
"Kuota Telkomsel mahal banget, gila-gilaan harganya! Orang miskin dilarang pakai Telkomsel, ya? Masa kuota belasan giga aja hampir 50 ribu. Gak masuk akal, @Telkomsel!",3
"Jaringan tiba-tiba hilang total terus balik lagi tiap 15 menit sekali. Ini udah terjadi selama tiga hari, @Telkomsel. Tolong kasih perbaikan cepat, jangan bikin pelanggan nunggu lama!",3
"Sinyal Telkomsel jelek banget, @Telkomsel! Mau buka aplikasi aja susah. Kalau terus begini, mending pindah provider aja. Jangan bikin pelanggan nyesel udah bayar mahal!",3
"@Telkomsel, kualitas jaringan makin hari makin buruk. Jangan kebanyakan promo, fokus aja dulu perbaiki koneksi internet biar gak lelet terus. Ini bikin marah pelanggan, bukan senang!",3
"@Telkomsel Oke, ini jaringan bener-bener parah. Tiba-tiba hilang total, terus balik lagi setiap 15 menit sekali. Ini udah terjadi selama tiga hari berturut-turut! Kapan kalian mau memperbaiki ini? Jangan cuma diam aja, kami butuh layanan yang stabil!",3
"Sumpah, @myXL dan @XLAxiata_Tbk lemot parah. Dulu jaringan XL masih mending, tapi sekarang ancur banget. Udah pindah-pindah paketan, mulai dari VIP sampai Hotrod, tetap aja kacau. Mending pindah ke Telkomsel aja, tapi liat-liat lagi, malah nyesel pake XL sekarang!",3
"@Telkomsel sinyal kalian jelek banget, bikin kesel aja. Udah bayar mahal, tapi kualitasnya kayak gini? Jangan cuma fokus promo, benerin dulu jaringan kalian yang bermasalah!",3
"@Telkomsel Gak usah kebanyakan promo, mending fokus perbaiki kualitas jaringan dulu. Koneksi internet kalian itu lambat banget, bikin emosi pelanggan! Jangan cuma jual janji, kasih layanan yang sesuai!",3
"@Telkomsel @endupdreamin Bobrok banget sinyal kalian, kek kontol beneran. Apa ini yang kalian bilang kualitas terbaik? Jangan bikin pelanggan tambah marah, segera perbaiki dong!",3
"@Heraloebss Baru-baru ini paket Halo gue jadi Halo+ tanpa pemberitahuan sama sekali. Gimana pelanggan gak kesel, kalau perubahan penting kayak gini gak ada informasinya? Rasanya pengen banget pindah ke provider lain!",3
"@Telkomsel Ini jaringan makin lama makin parah. Udah berhari-hari sinyalnya jelek banget, gimana nih? Kasih solusi dong, jangan cuma diem aja!",3
"@Telkomsel Y, abaikan pertanyaan bodohku ini. Tapi serius, sinyal kalian jelek banget. Benerin dong, biar pelanggan gak terus-terusan marah!",3
"@Telkomsel Sinyal kalian makin hari makin jelek, jaringan makin gak stabil. Jangan bikin pelanggan tambah emosi, segera lakukan perbaikan!",3
"@Telkomsel Gw cek via aplikasi MyTelkomsel, dan apa hasilnya? Pulsa gw tiba-tiba hilang begitu aja. Udah males banget pake layanan kalian. Kapan kalian mau berhenti bikin pelanggan marah dengan layanan seperti ini?",3
"Sumpah, CS kalian di @byu_id aneh banget! Lagi komplain sama si A, tiba-tiba si B nimbrung, habis itu si C muncul ikut campur. Gak jelas banget cara kerja tim kalian. Masalah kecil aja bikin ribet pelanggan.",3
"Cape banget sama drama di @Telkomsel. Payment berhasil, tapi paket data gak masuk. Udah buat laporan, kirim bukti transaksi ke email sejak 22 Juni 2023, sampai sekarang gak ada tindak lanjut. Apa-apaan sih ini?",3
"@Telkomsel Ini kuota YouTube kok gak berguna sama sekali ya? Gak bisa dipakai sama sekali, padahal banyak pelanggan yang ngeluh soal ini. Kalau kalian gak niat benerin sistem kuotanya, mending hilangin aja fitur ini biar gak bikin pelanggan tambah marah!",3
"Hallo @Telkomsel, kenapa sinyal internet simPATI di area Jogja parah banget? Udah bayar mahal, tapi kualitasnya busuk kayak gini. Jangan bikin pelanggan terus-terusan marah!",3
"@Telkomsel Sinyal di desa Tlogomojo, kecamatan Batangan, kabupaten Pati, Jawa Tengah, sangat lemah. Ini gimana? Jangan-jangan dana perbaikan malah dikorupsi! Tolong segera tingkatkan kualitas sinyal di daerah ini!",3
"@Telkomsel Sekarang sinyal kalian makin jelek aja. Udah bayar mahal untuk kuota, tapi kualitasnya gak ada peningkatan sama sekali. Jangan bikin pelanggan tambah emosi dengan layanan buruk seperti ini!",3
"Hei @smartfrencare, kalian gak ada fitur untuk menjaga pulsa seperti Telkomsel? Kalau paket internet habis, pulsa gak usah diambil otomatis dong. Udah sinyal jelek, paket mahal, masa aktif kartu dikit banget. Nyesel banget pake Smartfren, bikin marah aja!",3
"Sinyal Telkomsel jelek banget, anj! Udah bayar mahal, tapi kualitas sinyalnya nol besar. Jangan bikin pelanggan tambah kesel, segera lakukan perbaikan!",3
jelek bgt anj sinyal tselðŸ˜–,3
@Telkomsel sinyal lu ilang total jirðŸ˜­,3
@IndiHomeCare Jangan di beli internet Dajjal mending beli paketan di Telkomsel bangsat kau,3
"telkomsel kyk monyet, udah mahal sinyalnya ilang ilangan lagi [ttap menggunakan telkomsel]",3
"telkomsel kenapa sinyal lu jelek bgt ya sekarang, kuota lu mahal bgt tau #telkomsel",3
Harusnya kalo harga kuota makin mahal jaringan makin lancar gk si @Telkomsel ini malah makin lemot anjir?,3
"@Telkomsel bikin emosi sumpah, jadi nambah dosa gw anjir",3
"@Telkomsel nomor saya kenapa selalu gagal aktivasi iMessage dan FaceTime? Ini sudah berulang kali dicoba, tetap saja gagal. Jangan bikin pelanggan tambah marah, kasih solusi yang jelas!",3
"@FWBSMG3 Saya dulu pakai Telkomsel di Semarang Timur, tapi sinyalnya parah banget. Di kos saya malah gak ada sinyal sama sekali. Telkomsel, kapan kalian benerin ini?",3
"@Telkomsel Jaringan kalian itu kayak tai. Jangan cuma promo besar-besaran, fokus benerin jaringan dulu dong!",3
"Udah saya ngalah, yang penting ada kejelasan. Akhirnya saya bikin akun ShopeePay pakai nomor yang bermasalah ini. Tetap aja gak bisa! CS bilang 4 hari dari pelaporan, ada juga yang bilang 72 jam. Kalau besok masih gak ada kepastian, kalian maunya gimana, Telkomsel?",3
"@wenardhy @byu_id Sama aja nih, gak bisa beli paket juga. Kesal banget sama layanan kayak gini, bikin ribet pelanggan!",3
"Sumpah, kesel banget sama Maxstream. Saya bela-belain langganan cuma buat nonton PATB, tapi malah gak bisa login. Katanya OTP salah, padahal sudah saya masukkan yang benar. Gimana sih ini, min? @Maxstream_TV",3
"TELKOMSEL SINYALNYA BIKIN EMOSI! TOLONG DONG DIBENAHI, BAYAR MAHAL TAPI MENGECEWAKAN!!!",3
"Apa-apaan ini? Internet saya error terus, atau memang Telkomsel yang bermasalah? Mana sebelah saya makan kecapannya keras banget, makin tambah kesel aja, bangsat!",3
@byu_id Aku udah kesel banget sama sinyal kalian. Bahkan mantan aja mungkin lebih bisa diandalkan daripada jaringan by.U!,3
"Kesel banget sekarang sama @Telkomsel. Masa aktif kartu itu cepat banget habis, bikin pelanggan rugi! Kapan kalian mau memperbaiki layanan ini?",3
"@worksfess Ini penipuan! Saya pernah kena tipu oleh Telkomsel persis seperti ini. Waktu itu ada panggilan tes kerja di Jakarta, saya dari Semarang bela-belain ke sana. Sampai sana ternyata gak ada apa-apa, dan nomor pelaku malah ngeblok saya. Parah banget Telkomsel!",3
@discountfess @Telkomsel Jaringannya jelek banget! Sampai kapan kalian mau terus-terusan bikin pelanggan emosi?,3
@Telkomsel Jangan bikin ribet! Registrasi kartu aja susah banget. Kenapa harus begini?,3
"@privacyrchl_ @Telkomsel Dari tadi sinyalnya susah banget, min. Tolong benerin dong, bikin emosi aja layanan kayak gini!",3
Ini saya mau aktifin kartu XL gak bisa-bisa. Padahal mbak-mbak di gerai sudah bantu aktifin. Kesel banget! Sementara itu Telkomsel koutanya mahal banget. Sampai kapan begini?,3
"Telkomsel itu udah mahal, tapi sinyalnya busuk banget. Pas dikomplain, jawabannya template semua. Apa-apaan ini, bikin kesel pelanggan aja!",3
"@Hallo__you @kikimulkimuch @Telkomsel Udah DM berkali-kali, suruh ini itu sudah dilakukan, tetap aja hasilnya nihil. Sinyal masih hilang-hilangan. Sampai kapan pelanggan harus sabar?",3
Tsel Disney+ yang 20 ribu udah gak ada? Kesel banget! Padahal itu satu-satunya paket yang masih terjangkau. Kalian bener-bener bikin pelanggan marah!,3
"Oi Telkomsel, di daerah Condet, Jakarta Timur kenapa jaringan gak stabil? Naik turun terus. Orang lagi zoom meeting jadi disconnect mulu. Masa daerah perkotaan kayak gini aja sinyalnya payah?",3
"TELKOMSEL ANEH BANGET, NGENTOT! Sinyal 4G bagus, kuota masih banyak, tapi gak bisa ngapa-ngapain! Apa-apaan ini?",3
"@Telkomsel Harga makin mahal, tapi kualitas malah menurun. Kapan kalian mau berubah? Tetap aja buruk di mata pelanggan!",3
"Min @Telkomsel, sinyal kartu Halo saya kenapa cuma E terus? Kenapa sih? Jangan bikin pelanggan tambah marah! Lama-lama saya ganti kartu juga nih!",3
"Demi Allah, sinyal kalian jelek banget dari kemarin. Lemot parah buat apa-apa. Telkomsel, kapan kalian mau benerin ini?",3
Jaringan tsel knp jelek banget sih skrg,3
"min @Telkomsel nih kenapa sudah dua hari ini susah banget buat internetan? Sinyal ada 3 bar, tapi buat nge-load gambar di Twitter aja gak jalan. Paketan mahal tapi gak ada kualitas. Benerin dong!",3
"Buset, sinyal Telkomsel jelek banget. Streaming aja gak jalan! Sampai kapan kayak gini?",3
Telkomsel lagi ada apa sih? Udah beberapa hari ini sinyal bikin emosi terus. Gak pernah ada perbaikan!,3
"Belasan tahun pakai @Telkomsel, beli paket internet masih banyak jebakan. Penjelasan paketnya gak jelas, selain mahal, sering bikin kesel. Kapan ini mau berubah?",3
"Sinyal penuh, tapi internetnya payah banget. Udah bayar mahal, tapi gak ada yang lancar. Ini layanan apaan, @Telkomsel?",3
"@Telkomsel Udah sering komplain, masih gitu-gitu aja. Mending pindah provider, ini buang waktu!",3
"@Heraloebss Emang kacau ini @Telkomsel. Baru pindah dari kartu Halo ke prabayar, bayar ini itu ribet. Tapi tagihan pascabayar masih ada. Bener-bener bikin marah!",3
"@emzulfikar @Telkomsel @byu_id Langsung komplain aja ke DM. Saya pernah ngalamin sinyal sama kuota gak masuk, lumayan cepet diurus, tapi tetep aja bikin kesel.",3
@Telkomsel MyTelkomsel lagi kacau ya? Dari tadi sinyal hilang-hilang terus. Kapan dibenerin? Jangan bikin tambah emosi dong!,3
"@Telkomsel Jaringan Telkomsel di kawasan Senayan parah banget. Sinyal cuma 1 bar. Ini pusat kota, kok kualitasnya begini?",3
"@Telkomsel Cek DM aja, masalahnya sama terus, gak ada perubahan. Benerin dong, jangan bikin pelanggan makin marah!",3
"Telkomsel bapuk parah. Layanannya makin kacau, gak ada yang bener sama sekali!",3
"RT @chr_is_na: @Telkomsel Download udah 98% tiba-tiba berhenti dan harus ngulang. Jaringan kalian busuk, bikin emosi pelanggan terus!",3
"@Telkomsel Paket mahal banget, baru isi, eh sinyal kalian malah bikin susah. Apa-apaan ini? Perbaiki dong!",3
